zm_id,zm,cae_id,cae,ue,rca,mcp,diversity,ubiquity,density,distance,eci,pci,coi,cog
08.1.02,Zona metropolitana de Delicias,532492,"Alquiler de maquinaria y equipo para mover, levantar y acomodar materiales",3,1.424510483,1,305,23,0.433982627,0.566017373,0.407000667,0.466773669,5.65185593,0.054589214
08.1.02,Zona metropolitana de Delicias,532493,Alquiler de maquinaria y equipo comercial y de servicios,6,3.187776508,1,305,21,0.425671916,0.574328084,0.407000667,-0.696717905,5.65185593,-0.05639643
08.1.02,Zona metropolitana de Delicias,533110,"Servicios de alquiler de marcas registradas, patentes y franquicias",0,0,0,305,12,0.311691809,0.688308191,0.407000667,0.103278345,5.65185593,0.040418341
08.1.02,Zona metropolitana de Delicias,541110,Bufetes jurídicos,49,1.173421832,1,305,32,0.455416429,0.544583571,0.407000667,-0.199162103,5.65185593,-0.005070636
08.1.02,Zona metropolitana de Delicias,541120,Notarías públicas,4,0.584537076,0,305,29,0.431480484,0.568519516,0.407000667,0.28571436,5.65185593,0.028564613
08.1.02,Zona metropolitana de Delicias,541190,Servicios de apoyo para efectuar trámites legales,5,0.607618953,0,305,14,0.358439742,0.641560258,0.407000667,-0.146159816,5.65185593,-9.75E-05
08.1.02,Zona metropolitana de Delicias,541211,Servicios de contabilidad y auditoría,57,2.268092613,1,305,33,0.451247454,0.548752546,0.407000667,0.128870583,5.65185593,0.01562973
08.1.02,Zona metropolitana de Delicias,541219,Otros servicios técnicos relacionados con la contabilidad,0,0,0,305,16,0.358948925,0.641051075,0.407000667,0.069243272,5.65185593,0.029005276
08.1.02,Zona metropolitana de Delicias,541310,Servicios de arquitectura,16,2.540539274,1,305,20,0.407023549,0.592976451,0.407000667,0.134461433,5.65185593,0.028155094
08.1.02,Zona metropolitana de Delicias,541320,Servicios de arquitectura de paisaje y urbanismo,0,0,0,305,20,0.375382579,0.624617421,0.407000667,0.02584069,5.65185593,0.01758165
08.1.02,Zona metropolitana de Delicias,541330,Servicios de ingeniería,2,0.38833452,0,305,22,0.393308143,0.606691857,0.407000667,0.342665405,5.65185593,0.051945159
08.1.02,Zona metropolitana de Delicias,541340,Servicios de dibujo,1,0.860568473,0,305,20,0.389033602,0.610966398,0.407000667,0.411781398,5.65185593,0.059664444
08.1.02,Zona metropolitana de Delicias,541350,Servicios de inspección de edificios,0,0,0,305,18,0.377578224,0.622421776,0.407000667,0.234565266,5.65185593,0.04384946
08.1.02,Zona metropolitana de Delicias,541360,Servicios de levantamiento geofísico,0,0,0,305,17,0.386830317,0.613169683,0.407000667,0.359413157,5.65185593,0.059869497
08.1.02,Zona metropolitana de Delicias,541370,Servicios de elaboración de mapas,1,2.640380542,1,305,25,0.427924936,0.572075064,0.407000667,-0.028535891,5.65185593,0.012154619
08.1.02,Zona metropolitana de Delicias,541380,Servicios de laboratorios de pruebas,2,1.240321109,1,305,22,0.428352643,0.571647357,0.407000667,0.328742963,5.65185593,0.047506122
08.1.02,Zona metropolitana de Delicias,541410,Diseño y decoración de interiores,0,0,0,305,18,0.37461965,0.62538035,0.407000667,0.575297982,5.65185593,0.088080227
08.1.02,Zona metropolitana de Delicias,541420,Diseño industrial,0,0,0,305,16,0.35293817,0.64706183,0.407000667,0.441668799,5.65185593,0.0807284
08.1.02,Zona metropolitana de Delicias,541430,Diseño gráfico,3,0.315031845,0,305,25,0.402644717,0.597355283,0.407000667,0.12079612,5.65185593,0.028112601
08.1.02,Zona metropolitana de Delicias,541490,Diseño de modas y otros diseños especializados,0,0,0,305,15,0.372841849,0.627158151,0.407000667,-0.243238764,5.65185593,-0.018466151
08.1.02,Zona metropolitana de Delicias,541510,Servicios de diseño de sistemas de cómputo y servicios relacionados,5,0.73560623,0,305,11,0.328585862,0.671414138,0.407000667,0.557469425,5.65185593,0.117985155
08.1.02,Zona metropolitana de Delicias,541610,Servicios de consultoría en administración,5,0.431349297,0,305,13,0.321972308,0.678027692,0.407000667,0.304119162,5.65185593,0.077773027
08.1.02,Zona metropolitana de Delicias,541620,Servicios de consultoría en medio ambiente,1,0.683392611,0,305,20,0.390254358,0.609745642,0.407000667,0.36874496,5.65185593,0.05706374
08.1.02,Zona metropolitana de Delicias,541690,Otros servicios de consultoría científica y técnica,0,0,0,305,24,0.395895165,0.604104835,0.407000667,0.222869898,5.65185593,0.038096838
08.1.02,Zona metropolitana de Delicias,541711,"Servicios de investigación científica y desarrollo en ciencias naturales y exactas, ingeniería, y ciencias de la vida, prestados por el sector privado",0,0,0,305,14,0.360102122,0.639897878,0.407000667,0.388042635,5.65185593,0.080789097
08.1.02,Zona metropolitana de Delicias,541712,"Servicios de investigación científica y desarrollo en ciencias naturales y exactas, ingeniería, y ciencias de la vida, prestados por el sector público",1,3.288021053,1,305,22,0.430613924,0.569386076,0.407000667,0.114510832,5.65185593,0.01614279
08.1.02,Zona metropolitana de Delicias,541721,"Servicios de investigación científica y desarrollo en ciencias sociales y humanidades, prestados por el sector privado",0,0,0,305,12,0.311948842,0.688051158,0.407000667,0.246862186,5.65185593,0.065371824
08.1.02,Zona metropolitana de Delicias,541722,"Servicios de investigación científica y desarrollo en ciencias sociales y humanidades, prestados por el sector público",0,0,0,305,14,0.333177349,0.666822651,0.407000667,0.042839252,5.65185593,0.024887443
08.1.02,Zona metropolitana de Delicias,541810,Agencias de publicidad,6,0.973095109,0,305,16,0.340277443,0.659722557,0.407000667,0.413177199,5.65185593,0.076954626
08.1.02,Zona metropolitana de Delicias,541820,Agencias de relaciones públicas,0,0,0,305,11,0.311451023,0.688548977,0.407000667,-0.197136814,5.65185593,-0.015404052
08.1.02,Zona metropolitana de Delicias,541830,Agencias de compra de medios a petición del cliente,0,0,0,305,6,0.261997187,0.738002813,0.407000667,0.248637892,5.65185593,0.060090375
08.1.02,Zona metropolitana de Delicias,541840,Agencias de representación de medios,0,0,0,305,17,0.351336665,0.648663335,0.407000667,0.22396154,5.65185593,0.045549011
08.1.02,Zona metropolitana de Delicias,541850,Agencias de anuncios publicitarios,1,1.025088916,1,305,19,0.398800708,0.601199292,0.407000667,0.422586583,5.65185593,0.071566247
08.1.02,Zona metropolitana de Delicias,541860,Agencias de correo directo,0,0,0,305,17,0.378524311,0.621475689,0.407000667,0.135680152,5.65185593,0.029231945
08.1.02,Zona metropolitana de Delicias,541870,Distribución de material publicitario,0,0,0,305,18,0.365778032,0.634221968,0.407000667,0.023674178,5.65185593,0.026538313
08.1.02,Zona metropolitana de Delicias,541890,Servicios de rotulación y otros servicios de publicidad,3,0.83714227,0,305,19,0.375925587,0.624074413,0.407000667,-0.233000095,5.65185593,-0.012758183
08.1.02,Zona metropolitana de Delicias,541910,Servicios de investigación de mercados y encuestas de opinión pública,0,0,0,305,10,0.298935408,0.701064592,0.407000667,0.3019472,5.65185593,0.067226626
08.1.02,Zona metropolitana de Delicias,541920,Servicios de fotografía y videograbación,11,0.672602201,0,305,11,0.320515166,0.679484834,0.407000667,-0.598368072,5.65185593,-0.071830444
08.1.02,Zona metropolitana de Delicias,541930,Servicios de traducción e interpretación,0,0,0,305,14,0.362764483,0.637235517,0.407000667,0.17336477,5.65185593,0.043200435
08.1.02,Zona metropolitana de Delicias,541941,Servicios veterinarios para mascotas prestados por el sector privado,17,0.520377124,0,305,12,0.307936756,0.692063244,0.407000667,0.130100585,5.65185593,0.042813702
08.1.02,Zona metropolitana de Delicias,541942,Servicios veterinarios para mascotas prestados por el sector público,1,2.744332532,1,305,22,0.436838119,0.563161881,0.407000667,-0.067094232,5.65185593,0.004069687
08.1.02,Zona metropolitana de Delicias,541943,Servicios veterinarios para la ganadería prestados por el sector privado,0,0,0,305,23,0.400686646,0.599313354,0.407000667,-0.894856734,5.65185593,-0.0730356
08.1.02,Zona metropolitana de Delicias,541944,Servicios veterinarios para la ganadería prestados por el sector público,0,0,0,305,3,0.275234474,0.724765526,0.407000667,-0.170383866,5.65185593,-0.028157778
08.1.02,Zona metropolitana de Delicias,541990,"Otros servicios profesionales, científicos y técnicos",1,3.960570813,1,305,15,0.396095124,0.603904876,0.407000667,0.002977703,5.65185593,0.021147982
08.1.02,Zona metropolitana de Delicias,551111,Dirección y administración de grupos empresariales o corporativos,1,1.483107368,1,305,13,0.372724709,0.627275291,0.407000667,0.335836054,5.65185593,0.072050446
08.1.02,Zona metropolitana de Delicias,551112,Tenedoras de acciones,0,0,0,305,7,0.281218146,0.718781854,0.407000667,0.339644763,5.65185593,0.080461091
08.1.02,Zona metropolitana de Delicias,561110,Servicios de administración de negocios,3,0.731693978,0,305,15,0.343736943,0.656263057,0.407000667,0.583958777,5.65185593,0.099871116
08.1.02,Zona metropolitana de Delicias,561210,Servicios integrales de apoyo a los negocios en instalaciones,1,0.949673656,0,305,19,0.381188623,0.618811377,0.407000667,0.498532356,5.65185593,0.067322536
08.1.02,Zona metropolitana de Delicias,561310,Agencias de colocación,1,0.486774066,0,305,9,0.294982003,0.705017997,0.407000667,0.503646956,5.65185593,0.109423316
08.1.02,Zona metropolitana de Delicias,561320,Agencias de empleo temporal,0,0,0,305,19,0.382891549,0.617108451,0.407000667,0.53418824,5.65185593,0.080178105
08.1.02,Zona metropolitana de Delicias,561330,Suministro de personal permanente,1,0.563053686,0,305,12,0.316974802,0.683025198,0.407000667,0.611404164,5.65185593,0.119665331
08.1.02,Zona metropolitana de Delicias,561410,Servicios de preparación de documentos,0,0,0,305,15,0.345943686,0.654056314,0.407000667,-0.367901015,5.65185593,-0.035887625
08.1.02,Zona metropolitana de Delicias,561421,Servicios de casetas telefónicas,0,0,0,305,15,0.359528342,0.640471658,0.407000667,-0.66879734,5.65185593,-0.068059488
08.1.02,Zona metropolitana de Delicias,561422,Servicios de recepción de llamadas telefónicas y promoción por teléfono,1,0.704101478,0,305,10,0.286970091,0.713029909,0.407000667,0.316288345,5.65185593,0.079220517
08.1.02,Zona metropolitana de Delicias,561431,"Servicios de fotocopiado, fax y afines",6,0.366039102,0,305,22,0.403067378,0.596932622,0.407000667,-0.328382935,5.65185593,-0.029323165
08.1.02,Zona metropolitana de Delicias,561432,Servicios de acceso a computadoras,31,0.844822674,0,305,8,0.27455742,0.72544258,0.407000667,-0.504171693,5.65185593,-0.063219303
08.1.02,Zona metropolitana de Delicias,561440,Agencias de cobranza,5,3.215223539,1,305,28,0.433330053,0.566669947,0.407000667,0.531215995,5.65185593,0.052375645
08.1.02,Zona metropolitana de Delicias,561450,Despachos de investigación de solvencia financiera,1,11.61767439,1,305,11,0.358200817,0.641799183,0.407000667,0.001343386,5.65185593,0.016290214
08.1.02,Zona metropolitana de Delicias,561490,Otros servicios de apoyo secretarial y similares,0,0,0,305,21,0.406127906,0.593872094,0.407000667,-0.074877104,5.65185593,0.000315132
08.1.02,Zona metropolitana de Delicias,561510,Agencias de viajes,19,1.288592022,1,305,21,0.408371734,0.591628266,0.407000667,0.465079878,5.65185593,0.065334444
08.1.02,Zona metropolitana de Delicias,561520,Organización de excursiones y paquetes turísticos para agencias de viajes (Operadores de tours),0,0,0,305,15,0.387317371,0.612682629,0.407000667,-0.074453749,5.65185593,0.001234325
08.1.02,Zona metropolitana de Delicias,561590,Otros servicios de reservaciones,1,3.416963055,1,305,20,0.413120956,0.586879044,0.407000667,0.316355054,5.65185593,0.050202484
08.1.02,Zona metropolitana de Delicias,561610,"Servicios de investigación y de protección y custodia, excepto mediante monitoreo",3,0.55234585,0,305,24,0.403036649,0.596963351,0.407000667,0.4963586,5.65185593,0.061355246
08.1.02,Zona metropolitana de Delicias,561620,Servicios de protección y custodia mediante el monitoreo de sistemas de seguridad,5,1.454633688,1,305,25,0.431036427,0.568963573,0.407000667,0.394419555,5.65185593,0.045111962
08.1.02,Zona metropolitana de Delicias,561710,Servicios de control y exterminación de plagas,4,2.308147229,1,305,33,0.439885221,0.560114779,0.407000667,0.220419647,5.65185593,0.0258706
08.1.02,Zona metropolitana de Delicias,561720,Servicios de limpieza de inmuebles,2,1.094286441,1,305,18,0.409681419,0.590318581,0.407000667,0.507517125,5.65185593,0.079859825
08.1.02,Zona metropolitana de Delicias,561730,Servicios de instalación y mantenimiento de áreas verdes,0,0,0,305,15,0.346851431,0.653148569,0.407000667,0.255854661,5.65185593,0.060860661
08.1.02,Zona metropolitana de Delicias,561740,"Servicios de limpieza de tapicería, alfombras y muebles",2,7.041014779,1,305,25,0.447672674,0.552327326,0.407000667,-0.130880318,5.65185593,-0.001874793
08.1.02,Zona metropolitana de Delicias,561790,Otros servicios de limpieza,0,0,0,305,16,0.355552442,0.644447558,0.407000667,0.156355459,5.65185593,0.039658064
08.1.02,Zona metropolitana de Delicias,561910,Servicios de empacado y etiquetado,0,0,0,305,10,0.296157291,0.703842709,0.407000667,0.029335793,5.65185593,0.029566086
08.1.02,Zona metropolitana de Delicias,561920,Organizadores de convenciones y ferias comerciales e industriales,1,1.502285481,1,305,18,0.399395985,0.600604015,0.407000667,0.553999031,5.65185593,0.085986362
08.1.02,Zona metropolitana de Delicias,561990,Otros servicios de apoyo a los negocios,2,1.216510407,1,305,25,0.433952099,0.566047901,0.407000667,-0.148289835,5.65185593,-0.003362539
08.1.02,Zona metropolitana de Delicias,562111,Recolección de residuos peligrosos por el sector privado,0,0,0,305,22,0.397063877,0.602936123,0.407000667,0.306607017,5.65185593,0.047435824
08.1.02,Zona metropolitana de Delicias,562112,Recolección de residuos peligrosos por el sector público,0,0,0,305,3,0.307541994,0.692458006,0.407000667,0.214928005,5.65185593,0.046501467
08.1.02,Zona metropolitana de Delicias,562121,Recolección de residuos no peligrosos por el sector privado,2,1.538764819,1,305,17,0.393227339,0.606772661,0.407000667,0.153203839,5.65185593,0.035257055
08.1.02,Zona metropolitana de Delicias,562122,Recolección de residuos no peligrosos por el sector público,0,0,0,305,16,0.372019638,0.627980362,0.407000667,-0.213418066,5.65185593,-0.015933883
08.1.02,Zona metropolitana de Delicias,562211,Tratamiento y disposición final de residuos peligrosos por el sector privado,0,0,0,305,12,0.32243435,0.67756565,0.407000667,0.145866845,5.65185593,0.056633994
08.1.02,Zona metropolitana de Delicias,562221,Tratamiento y disposición final de residuos no peligrosos por el sector privado,0,0,0,305,17,0.371435399,0.628564601,0.407000667,0.420876333,5.65185593,0.066546815
08.1.02,Zona metropolitana de Delicias,562222,Tratamiento y disposición final de residuos no peligrosos por el sector público,0,0,0,305,3,0.218736622,0.781263378,0.407000667,0.084293639,5.65185593,0.026190611
08.1.02,Zona metropolitana de Delicias,562911,Servicios de remediación por el sector privado,0,0,0,305,12,0.30692461,0.69307539,0.407000667,0.416492525,5.65185593,0.083851235
08.1.02,Zona metropolitana de Delicias,562912,Servicios de remediación por el sector público,0,0,0,305,1,0.180430656,0.819569344,0.407000667,-0.095501881,5.65185593,-0.017836628
08.1.02,Zona metropolitana de Delicias,562921,Recuperación de residuos por el sector privado,0,0,0,305,14,0.309944529,0.690055471,0.407000667,-0.047732575,5.65185593,0.017699599
08.1.02,Zona metropolitana de Delicias,562922,Recuperación de residuos por el sector público,0,0,0,305,4,0.249877729,0.750122271,0.407000667,-0.148679183,5.65185593,-0.01668981
08.1.02,Zona metropolitana de Delicias,562998,Otros servicios de manejo de residuos por el sector privado,0,0,0,305,26,0.417799508,0.582200492,0.407000667,0.230301836,5.65185593,0.027347859
08.1.02,Zona metropolitana de Delicias,562999,Otros servicios de manejo de residuos por el sector público,0,0,0,305,5,0.24847392,0.75152608,0.407000667,-0.13549198,5.65185593,-0.017228591
08.1.02,Zona metropolitana de Delicias,611111,Escuelas de educación preescolar y centros de estimulación temprana del sector privado,5,0.275213386,0,305,11,0.295617874,0.704382126,0.407000667,0.095359416,5.65185593,0.044851823
08.1.02,Zona metropolitana de Delicias,611112,Escuelas de educación preescolar y centros de estimulación temprana del sector público,57,1.487438095,1,305,30,0.453129322,0.546870678,0.407000667,0.126997384,5.65185593,0.011518033
08.1.02,Zona metropolitana de Delicias,611121,Escuelas de educación primaria del sector privado,2,0.370974169,0,305,15,0.334287613,0.665712387,0.407000667,0.160318652,5.65185593,0.040774916
08.1.02,Zona metropolitana de Delicias,611122,Escuelas de educación primaria del sector público,81,1.619954597,1,305,24,0.450141137,0.549858863,0.407000667,0.383066818,5.65185593,0.041060411
08.1.02,Zona metropolitana de Delicias,611131,Escuelas de educación secundaria general del sector privado,2,1.449190152,1,305,18,0.405434279,0.594565721,0.407000667,0.068850369,5.65185593,0.01387559
08.1.02,Zona metropolitana de Delicias,611132,Escuelas de educación secundaria general del sector público,8,0.596160328,0,305,15,0.354801017,0.645198983,0.407000667,-0.177930352,5.65185593,-0.008585093
08.1.02,Zona metropolitana de Delicias,611141,Escuelas de educación secundaria técnica del sector privado,0,0,0,305,11,0.30426663,0.69573337,0.407000667,0.192084227,5.65185593,0.044143211
08.1.02,Zona metropolitana de Delicias,611142,Escuelas de educación secundaria técnica del sector público,5,1.16409563,1,305,24,0.438521262,0.561478738,0.407000667,0.104166227,5.65185593,0.017822158
08.1.02,Zona metropolitana de Delicias,611151,Escuelas de educación media técnica terminal del sector privado,0,0,0,305,18,0.36352819,0.63647181,0.407000667,-0.033948544,5.65185593,0.00228445
08.1.02,Zona metropolitana de Delicias,611152,Escuelas de educación media técnica terminal del sector público,0,0,0,305,10,0.322267729,0.677732271,0.407000667,-0.314720945,5.65185593,-0.025645172
08.1.02,Zona metropolitana de Delicias,611161,Escuelas de educación media superior del sector privado,7,1.644010526,1,305,27,0.439468582,0.560531418,0.407000667,0.019724585,5.65185593,0.011471263
08.1.02,Zona metropolitana de Delicias,611162,Escuelas de educación media superior del sector público,10,1.342566377,1,305,26,0.447983215,0.552016785,0.407000667,-0.501573266,5.65185593,-0.030176494
08.1.02,Zona metropolitana de Delicias,611171,Escuelas del sector privado que combinan diversos niveles de educación,5,0.340361554,0,305,23,0.396174215,0.603825785,0.407000667,0.30540443,5.65185593,0.037910786
08.1.02,Zona metropolitana de Delicias,611172,Escuelas del sector público que combinan diversos niveles de educación,6,1.779728842,1,305,22,0.436128415,0.563871585,0.407000667,-0.85758739,5.65185593,-0.076568761
08.1.02,Zona metropolitana de Delicias,611181,Escuelas del sector privado de educación para necesidades especiales,2,1.492634825,1,305,19,0.414540934,0.585459066,0.407000667,0.410519841,5.65185593,0.056538039
08.1.02,Zona metropolitana de Delicias,611182,Escuelas del sector público de educación para necesidades especiales,7,1.315917811,1,305,18,0.433948534,0.566051466,0.407000667,0.167477835,5.65185593,0.029775212
08.1.02,Zona metropolitana de Delicias,611211,Escuelas de educación técnica superior del sector privado,3,3.681657376,1,305,18,0.385322578,0.614677422,0.407000667,0.347221775,5.65185593,0.053724008
08.1.02,Zona metropolitana de Delicias,611212,Escuelas de educación técnica superior del sector público,1,5.201943755,1,305,20,0.426501196,0.573498804,0.407000667,-0.038530694,5.65185593,0.006487681
08.1.02,Zona metropolitana de Delicias,611311,Escuelas de educación superior del sector privado,2,0.217085164,0,305,23,0.396980023,0.603019977,0.407000667,-0.042564629,5.65185593,0.003692907
08.1.02,Zona metropolitana de Delicias,611312,Escuelas de educación superior del sector público,3,0.566408827,0,305,23,0.422798689,0.577201311,0.407000667,-0.24122212,5.65185593,-0.017757458
08.1.02,Zona metropolitana de Delicias,611411,Escuelas comerciales y secretariales del sector privado,0,0,0,305,15,0.346484267,0.653515733,0.407000667,-0.183570817,5.65185593,-0.007471463
08.1.02,Zona metropolitana de Delicias,611412,Escuelas comerciales y secretariales del sector público,0,0,0,305,3,0.254394856,0.745605144,0.407000667,0.182774093,5.65185593,0.050015627
08.1.02,Zona metropolitana de Delicias,611421,Escuelas de computación del sector privado,0,0,0,305,26,0.414909484,0.585090516,0.407000667,-0.770641714,5.65185593,-0.05665621
08.1.02,Zona metropolitana de Delicias,611422,Escuelas de computación del sector público,0,0,0,305,11,0.310812243,0.689187757,0.407000667,0.142125726,5.65185593,0.045309621
08.1.02,Zona metropolitana de Delicias,611431,Escuelas para la capacitación de ejecutivos del sector privado,0,0,0,305,17,0.360537029,0.639462971,0.407000667,0.074672169,5.65185593,0.03548445
08.1.02,Zona metropolitana de Delicias,611432,Escuelas para la capacitación de ejecutivos del sector público,0,0,0,305,1,0.300388739,0.699611261,0.407000667,-0.064158118,5.65185593,-0.015438893
